es,en,scores,qualify,Espanish_length,English_length,zero,uno,dos
La grecca es tesa,The grecca is tense,-0.34,negative,17,19,0.3001318217769575,0.012021036814425245,0.014040561622464899
Fake,Fake,-0.4767,negative,4,4,0.22805167413656735,0.002253944402704733,0.00234009360374415
Esa foto está pa muchos memes 😂,That photo is for many memes 😂,0.0,neutral,31,30,0.4794094384392301,0.022539444027047335,0.02262090483619345
Ella feliz entre tanto hombre con bolillo. Goloza,"She is happy in the meantime, a man with a bolillo. delight",0.8225,positive,49,59,0.9131030846295807,0.03606311044327574,0.045241809672386904
Es un fake,It's a fake,-0.4767,negative,10,11,0.22805167413656735,0.0067618332081142,0.0078003120124804995
Jajajajajajaja😂😂 denle el Oscar ya,Hahahahahahaha 😂😂 give him the Oscar now,0.0,neutral,34,40,0.4794094384392301,0.024793388429752067,0.030421216848673948
¿Quién Sos?,Who are you?,0.0,neutral,11,12,0.4794094384392301,0.007513148009015778,0.00858034321372855
Se ve toda feliz 😂😂😂😂,She looks all happy 😂😂😂😂,0.5719,positive,21,24,0.7809649354073291,0.015026296018031557,0.01794071762870515
Tiene nombre de problemática 😄,It has a problematic name 😄,-0.4404,negative,30,27,0.2471921961508041,0.021788129226145758,0.0202808112324493
@isabella_mc4 👏,@isabella_mc4 👏,0.0,neutral,15,15,0.4794094384392301,0.01051840721262209,0.0109204368174727
Todo lo que sea progreso incomoda a esa niña,Anything that is progress makes that girl uncomfortable,0.0516,positive,44,55,0.5066174532032691,0.032306536438767845,0.042121684867394704
Pero esta sonriendo....es campaña ya con eso se hizo vital,But he's smiling...it's a campaign and with that it became vital,0.4215,positive,58,64,0.701660954389665,0.04282494365138993,0.04914196567862715
Me encanta su caraaaa,I love his face,0.6369,positive,21,15,0.8152385974162931,0.015026296018031557,0.0109204368174727
Jajajajajajaa la carita,Hahahahahaha the face,0.0,neutral,23,21,0.4794094384392301,0.01652892561983471,0.015600624024960999
Ella va tan contenta,she is so happy,0.6948,positive,20,15,0.8457685209596624,0.01427498121712998,0.0109204368174727
"Si nunca te han sacado así de una protesta, fracasaste como activista.","If you've never been pulled out of a protest like that, you've failed as an activist.",-0.4215,negative,70,85,0.25715792248879515,0.05184072126220887,0.0655226209048362
Puro show,pure show,0.0,neutral,9,9,0.4794094384392301,0.006010518407212622,0.0062402496099844
Lo vieron el detrás de cámaras? Todo fue una mentira plane ada,Did you see him behind the scenes? It was all a planned lie,0.0,neutral,62,59,0.4794094384392301,0.04583020285499625,0.045241809672386904
Xd,Xd,0.5859,positive,2,2,0.7883469549169522,0.0007513148009015778,0.00078003120124805
Quien?,Who?,0.0,neutral,6,4,0.4794094384392301,0.0037565740045078884,0.00234009360374415
Es un montaje,it's a montage,0.0,neutral,13,14,0.4794094384392301,0.009015777610818934,0.01014040561622465
🥳🥳,🥳🥳,0.0,neutral,2,2,0.4794094384392301,0.0007513148009015778,0.00078003120124805
😮,😮,0.0,neutral,1,1,0.4794094384392301,0.0,0.0
👏👏 debería estar presa,👏👏 should be in jail,0.0,neutral,22,20,0.4794094384392301,0.015777610818933134,0.014820592823712949
La niña. Show con su libreto bien aprendido,The girl. Show with its well-learned script,0.0,neutral,43,43,0.4794094384392301,0.03155522163786627,0.032761310452418105
Ella va bien sonriente 😏,She goes well smiling 😏,0.6249,positive,24,23,0.8089111521223306,0.01728024042073629,0.0171606864274571
Esos policías alemanes deben mandarlos a hacer un curso en colombia con los del ESMAD,Those German policemen should send them to do a course in Colombia with the ESMAD,0.0,neutral,85,81,0.4794094384392301,0.06311044327573252,0.062402496099843996
😂😂 🤡,😂😂 🤡,0.0,neutral,4,4,0.4794094384392301,0.002253944402704733,0.00234009360374415
Go Greta go go go👏👏👏🙌🔥🔥😍😍😍,Go Greta go go go👏👏👏🙌🔥🔥😍😍😍,0.0,neutral,26,26,0.4794094384392301,0.018782870022539446,0.01950078003120125
Mocosita payasa.,Clown brat.,0.0,neutral,16,11,0.4794094384392301,0.011269722013523668,0.0078003120124804995
Que salga a protestar la selección de Alemania ahora.,Let the German team go out and protest now.,-0.25,negative,53,43,0.34758766148167675,0.03906836964688205,0.032761310452418105
"Amarillismo , se ve cuando ríe con los policías y posa para las fotos , esa Greta gumber es el propio montaje","Yellowness, it is seen when she laughs with the policemen and poses for photos, that Greta gumber is the montage itself",0.4939,positive,109,119,0.7398365409965726,0.0811419984973704,0.0920436817472699
Ella también debería hacer una campaña y reunir fondos y llevar alimentos a personas con hambre,She should also campaign and raise funds and bring food to hungry people.,0.0,neutral,95,73,0.4794094384392301,0.07062359128474831,0.056162246489859596
Jaja el show,haha the show,0.4588,positive,12,13,0.721328763511732,0.008264462809917356,0.0093603744149766
🎡🎪🤡 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😝😝🤣🤣🤣🤣,🎡🎪🤡 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😝😝🤣🤣🤣🤣,0.0,neutral,24,24,0.4794094384392301,0.01728024042073629,0.01794071762870515
Que payasada 🎥,What an antics 🎥,0.0,neutral,14,16,0.4794094384392301,0.009767092411720512,0.01170046801872075
Apoyarla humanidad,support humanity,0.4019,positive,18,16,0.6913261270761929,0.012772351615326824,0.01170046801872075
I'm clearing debts/financial problems for the first 8 people to msg me with “ wipe my tears” it’s giving season 🎄❤️,I'm clearing debts/financial problems for the first 8 people to msg me with “wipe my tears” it's giving season 🎄❤️,-0.0772,negative,115,114,0.43870287371473765,0.08564988730277986,0.08814352574102964
😂😂😂,😂😂😂,0.0,neutral,3,3,0.4794094384392301,0.0015026296018031554,0.0015600624024961
"Es teatro, ya hay videos del montaje y todo el mundo riendo, hasta la policia, solo busquen","It's theater, there are already videos of the setup and everyone laughing, even the police, just look",0.4939,positive,91,101,0.7398365409965726,0.067618332081142,0.078003120124805
"Derecho a la protesta, así es","Right to protest, that's right",-0.25,negative,29,30,0.34758766148167675,0.021036814425244178,0.02262090483619345
En vez de despertarme administración solo causa repudio,"Instead of waking me up, administration only causes repudiation",0.0,neutral,55,63,0.4794094384392301,0.0405709992486852,0.048361934477379104
"Hay un vídeo donde se estaba tomando fotos, y además ropa de parca y un canguro Nike 😂😂😂","There is a video where he was taking photos, and also parka clothes and a Nike kangaroo 😂😂😂",0.0,neutral,88,91,0.4794094384392301,0.06536438767843726,0.0702028081123245
Jajaja su carita de felicidad mientras la llevan cargada ajajaja Icónica la reina del pop. Tiene a los neandertales presionados,Hahaha her happy face while they carry her loaded hahaha Iconic the queen of pop. She's got the Neanderthals under pressure,0.8658,positive,127,123,0.935934616398629,0.09466566491359879,0.0951638065522621
Ahora no respetan los derechos y los compromisos que debemos tener con el medio ambiente 😢,Now they do not respect the rights and commitments that we must have with the environment 😢,-0.2626,negative,90,91,0.340943843923016,0.06686701728024042,0.0702028081123245
Triunfando como siempre,succeeding as always,0.4939,positive,23,20,0.7398365409965726,0.01652892561983471,0.014820592823712949
"Que pereza esa señora... ah, pero dígale que vaya a Indonesia, Vietnam o China para protestar por la contaminación a ver que excusa tiene...","That lady is lazy... ah, but tell her to go to Indonesia, Vietnam or China to protest the pollution and see what excuse she has...",-0.2617,negative,140,130,0.34141840232006326,0.10443275732531931,0.10062402496099844
La foto JAJAJAJA,The photo HAHAHAHA,0.0,neutral,16,18,0.4794094384392301,0.011269722013523668,0.01326053042121685
Pensé que luchaban contra la brisa 🤣,I thought they were fighting the breeze 🤣,-0.3612,negative,36,41,0.288953335090957,0.026296018031555225,0.031201248049921994
Parchadita,patchy,0.0,neutral,10,6,0.4794094384392301,0.0067618332081142,0.0039001560062402497
Otra victoria más para Kobra Tate,Another victory for Kobra Tate,0.0,neutral,33,30,0.4794094384392301,0.02404207362885049,0.02262090483619345
Igual que la detención de AOC,Same as AOC detention,-0.3612,negative,29,21,0.288953335090957,0.021036814425244178,0.015600624024960999
Jajajajajaj que teatro 🎭 🤡,Hahahahaha what a theater 🎭 🤡,0.0,neutral,26,29,0.4794094384392301,0.018782870022539446,0.0218408736349454
Esos policías 🤝🤝 Yo,Those cops 🤝🤝 Me,0.0,neutral,19,16,0.4794094384392301,0.0135236664162284,0.01170046801872075
Jajajja me encanta su cara,Hahaha I love his face,0.8316,positive,26,22,0.9179013973108356,0.018782870022539446,0.01638065522620905
Pensé que era una estrella de Rock,I thought I was a rock star,0.0,neutral,34,27,0.4794094384392301,0.024793388429752067,0.0202808112324493
Esta tranquila porque saben que no la van a desaparecer,She is calm because they know that they are not going to disappear her,0.4526,positive,55,70,0.7180595834431848,0.0405709992486852,0.05382215288611544
Esa niña es la mentira más grande que le han metido al planeta,That girl is the biggest lie that has been put on the planet,0.0,neutral,62,60,0.4794094384392301,0.04583020285499625,0.04602184087363495
😮😮😮😮mundo idiot44444 cuando se queden sin q beber y sin que comer aprenderán y se comerán sus billetotes,😮😮😮😮 world idiot44444 when they run out of food and drink they will learn and eat their bills,0.0,neutral,104,93,0.4794094384392301,0.07738542449286251,0.0717628705148206
Payasa,clown,0.0,neutral,6,5,0.4794094384392301,0.0037565740045078884,0.0031201248049922
🤣🤣🤣🤣,🤣🤣🤣🤣,0.0,neutral,4,4,0.4794094384392301,0.002253944402704733,0.00234009360374415
Todos los que dicen que es show espero que de sus aldeas los desalojen,All those who say that it is a show I hope that they will be evicted from their villages,0.4404,positive,70,88,0.7116266807276561,0.05184072126220887,0.06786271450858035
Busquen el video de cómo hicieron este montaje en la página de Instagram @se_rien_en_nuestra_cara,Look for the video of how they made this montage on the Instagram page @se_rien_en_nuestra_cara,0.0,neutral,97,95,0.4794094384392301,0.07212622088655146,0.0733229329173167
"Es pura mentira, montaje yo vi el@video de cómo preparaban este montaje ella totiada de la risa😳🙄🙄🙄","It's a pure lie, I saw the montage of the video of how they prepared this montage, she was laughing so hard😳🙄🙄🙄",0.6249,positive,99,111,0.8089111521223306,0.07362885048835462,0.0858034321372855
"Se ve tan feliz, necesitaba esa foto.","He looks so happy, I needed that photo.",0.6948,positive,37,39,0.8457685209596624,0.0270473328324568,0.029641185647425898
"Pa que ajuste, en ese pais la ley si funcionan, aqui estaria el ministro de justicia pidiendole perdon y colocando a los policias a hacerles calle de honor","For what adjustment, in that country the law does work, here would be the minister of justice asking for forgiveness and placing the police to make them a street of honor",0.8271,positive,155,170,0.9155286053255997,0.11570247933884298,0.13182527301092042
Sale posando feliz en la foto. Tremendo.,He comes out posing happily in the photo. Tremendous.,0.5574,positive,40,53,0.7733192723437912,0.029301277235161537,0.0405616224648986
La foto JAJJAAJAJA,The photo HAHAHAHAHA,0.0,neutral,18,20,0.4794094384392301,0.012772351615326824,0.014820592823712949
"Luces, cámara, acción. 🎥 😂",Lights Camera action. 🎥 😂,0.0,neutral,26,25,0.4794094384392301,0.018782870022539446,0.0187207488299532
Jajajaja que buen show👏👏👏,Hahahaha what a good show👏👏👏,0.4404,positive,25,28,0.7116266807276561,0.01803155522163787,0.02106084243369735
Esta generacion solo se queja y queja y nada de propuestas nada de acciones.,"This generation only complains and complains and no proposals, no actions.",-0.8225,negative,76,74,0.045715792248879505,0.056348610067618335,0.05694227769110764
"El simple hecho de que todos estén creyendo esto sin cuestionar o buscar más información demuestra porque son tan fáciles de manipular. Todo es un montaje, en esta página pueden ver el video @freedomconvoy2022","The simple fact that everyone is believing this without questioning or seeking more information shows why they are so easy to manipulate. Everything is a montage, on this page you can see the video @ freedomconvoy2022",0.6171,positive,209,217,0.8047983126812548,0.1562734785875282,0.1684867394695788
🤣🤣🤣🤡🤡🤡👏👏👏👏,🤣🤣🤣🤡🤡🤡👏👏👏👏,0.0,neutral,10,10,0.4794094384392301,0.0067618332081142,0.0070202808112324495
Eso es una payasada más de ella ya le encanta llamar la atención,That's one more antics of hers and she loves to get attention,0.5719,positive,64,61,0.7809649354073291,0.0473328324567994,0.046801872074883
😮😮😮😮😮,😮😮😮😮😮,0.0,neutral,5,5,0.4794094384392301,0.003005259203606311,0.0031201248049922
No a la mina! Valiente Greta!!! 👏🌳,Not mine! Brave Greta!!! 👏🌳,-0.6052,negative,34,27,0.16029528078038496,0.024793388429752067,0.0202808112324493
Jaja ella sonriendo pa la foto,Haha she smiling for the photo,0.7184,positive,30,30,0.8582124967044555,0.021788129226145758,0.02262090483619345
https://www.instagram.com/p/CnjU5q6ImzB/?igshid=YmMyMTA2M2Y= ... Actuado,https://www.instagram.com/p/CnjU5q6ImzB/?igshid=YmMyMTA2M2Y= ... Performed,0.0,neutral,72,74,0.4794094384392301,0.053343350864012026,0.05694227769110764
😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂,0.0,neutral,8,8,0.4794094384392301,0.005259203606311044,0.00546021840873635
"Es puro teatro orquestado. Si no me cree, el video esta circulando","It is pure orchestrated theater. If you don't believe me, the video is circulating",0.0,neutral,66,82,0.4794094384392301,0.048835462058602556,0.06318252730109204
😂😂😂😂😂😂😂,😂😂😂😂😂😂😂,0.0,neutral,7,7,0.4794094384392301,0.004507888805409466,0.0046801872074883
Karma,Karma,0.0,neutral,5,5,0.4794094384392301,0.003005259203606311,0.0031201248049922
De pacifistas no tienen nada solo van por fama y plata la destrucción es su principio,"They have nothing of pacifists, they only go for fame and money, destruction is their principle",-0.2023,negative,85,95,0.3727392565251779,0.06311044327573252,0.0733229329173167
Esa risa es de solo querer fama,That laugh is from just wanting fame,0.7579,positive,31,36,0.879040337463749,0.022539444027047335,0.027301092043681748
🤡🤡🤡🤡🤡,🤡🤡🤡🤡🤡,0.0,neutral,5,5,0.4794094384392301,0.003005259203606311,0.0031201248049922
Ella va feliz Jajajaj 😂 tan bonita,She is happy Hahaha 😂 so pretty,0.8955,positive,34,31,0.9515950435011863,0.024793388429752067,0.0234009360374415
Que teatro ! 😮,What theater! 😮,0.0,neutral,14,15,0.4794094384392301,0.009767092411720512,0.0109204368174727
"Jajaja todo es un montaje. Porque no publican también las. Fotos que luego se tomó sonriente con la policía. Todo ese tema del calentamiento global es una gran farsa para establecer una tiranía climática, hasta el punto de encerrarnos en granjas llamadas ""ciudades 15minuits"" donde para salir tendremos cierto número de salidas al año, ya hablan de confinamientos climáticos y nos establecerán un sistema de crédito social ch1n0 donde no podremos acceder a comprar si nos pasamos de la huella de carbono. Todo manipulado desde el gobierno mundial en Davos, donde esta petro recibiendo ordenes","Hahaha it's all a setup. Why don't they also publish the. Photos that he later took smiling with the police. All this issue of global warming is a great farce to establish a climatic tyranny, to the point of locking us up in farms called ""15-minute cities"" where to get out we will have a certain number of outings a year, they already talk about climatic confinements and they will establish a system of ch1n0 social credit where we will not be able to access to buy if we go beyond the carbon footprint. Everything manipulated from the world government in Davos, where Petro is receiving orders",0.9001,positive,592,596,0.9540205641972053,0.4440270473328325,0.4641185647425897
Como para ponerle a Greta una turbina de avión y se trague todo el olor a queroseno,How to put Greta an airplane turbine and swallow all the smell of kerosene,0.0,neutral,83,74,0.4794094384392301,0.06160781367392938,0.05694227769110764
Ya comenzó el chou con los alemanes,The chou with the Germans has already begun,0.0,neutral,35,43,0.4794094384392301,0.025544703230653647,0.032761310452418105
Se le ve la cara de felicidad,You can see the face of happiness,0.5574,positive,29,33,0.7733192723437912,0.021036814425244178,0.0249609984399376
Hace siglis trabajaron en muchas cosas y no se murieron por no estar destruyendo y contaminsndo con plsntas nucleares,Centuries ago they worked on many things and they did not die because they were not destroying and contaminating with nuclear plants,0.7244,positive,117,132,0.8613762193514367,0.08715251690458302,0.10218408736349455
Me imagino Que tambien saldra el reporte diciendo que esto fue falso y mostraran el video de tras de camaras…..?,I imagine that the report will also come out saying that this was false and they will show the behind-the-scenes video…..?,0.0,neutral,112,122,0.4794094384392301,0.08339594290007513,0.09438377535101404
Porfin,At last,0.0,neutral,6,7,0.4794094384392301,0.0037565740045078884,0.0046801872074883
Los demonios acaban la tierra por dinero,Demons kill the earth for money,-0.6908,negative,40,31,0.11515950435011868,0.029301277235161537,0.0234009360374415
Fue Falso @freedomconvoy2022,It was False @freedomconvoy2022,0.0,neutral,28,31,0.4794094384392301,0.0202854996243426,0.0234009360374415
Hubiera sido aquí en colombia ... Ya esa niña tuviera rota la cabeza después de un impacto de proyectil aturdidor o mínimo un bolillazo en las casillas ... Pero bueno .. Son cosas del tercer mundo,It would have been here in Colombia... Whether that girl had a broken head after being struck by a stunning projectile or at least a ball in the boxes... But hey... These are things from the third world,-0.1901,negative,196,202,0.3791721592407065,0.1465063861758077,0.15678627145085802
Que gran Show,what a great show,0.6249,positive,13,17,0.8089111521223306,0.009015777610818934,0.0124804992199688
jsjsjsjsjs,jsjsjsjsjs,0.0,neutral,10,10,0.4794094384392301,0.0067618332081142,0.0070202808112324495
En Colombia los sacan a bala u a Gas 🤣🤣,In Colombia they take them out with a bullet or a gas 🤣🤣,0.0,neutral,39,56,0.4794094384392301,0.028549962434259956,0.04290171606864275
🔥🔥,🔥🔥,0.0,neutral,2,2,0.4794094384392301,0.0007513148009015778,0.00078003120124805
"Que bien que luche por el medio ambiente, pero se ríe como Pablo escobar cuando lo capturaron.","It's great that he fights for the environment, but he laughs like Pablo Escobar when he was captured.",0.85,positive,94,101,0.9276034800949116,0.06987227648384672,0.078003120124805
Jajajajajajjajajajaajja,Hahahahahahahahahahahaha,0.0,neutral,23,24,0.4794094384392301,0.01652892561983471,0.01794071762870515
Pan y circo.,Bread and Circus.,0.0,neutral,12,17,0.4794094384392301,0.008264462809917356,0.0124804992199688
A son de que,to the sound of what,0.0,neutral,12,20,0.4794094384392301,0.008264462809917356,0.014820592823712949
No lo se r...,I don't know r...,0.0,neutral,13,17,0.4794094384392301,0.009015777610818934,0.0124804992199688
Hahahahahaha la cara 😂,Hahahahahaha the face 😂,0.0,neutral,22,23,0.4794094384392301,0.015777610818933134,0.0171606864274571
Titere principal de soros y su agenda 2030,Soros main puppet and his 2030 agenda,0.0,neutral,42,37,0.4794094384392301,0.03080390683696469,0.028081123244929798
Puro showwwww,pure showwwww,0.0,neutral,13,13,0.4794094384392301,0.009015777610818934,0.0093603744149766
Parece mi pobre diablito ella. 😂😂,She looks like my poor little devil. 😂😂,-0.6915,negative,33,39,0.11479040337463747,0.02404207362885049,0.029641185647425898
🤡🤡🤡🤡🤡🤡🤡,🤡🤡🤡🤡🤡🤡🤡,0.0,neutral,7,7,0.4794094384392301,0.004507888805409466,0.0046801872074883
"""hagamos como que me detenien""👏","""Let's pretend they stop me""👏",-0.3818,negative,31,29,0.27809122066965464,0.022539444027047335,0.0218408736349454
Ni las protestas en Europa tienen emoción o adrenalina 🤭😂,Neither the protests in Europe have emotion or adrenaline 🤭😂,0.1695,positive,57,60,0.5687846032164513,0.042073628850488355,0.04602184087363495
Petrista,petrista,0.0,neutral,8,8,0.4794094384392301,0.005259203606311044,0.00546021840873635
"Como seria, si se la llevara el esmad","How would it be, if the esmad took it away",0.0,neutral,37,42,0.4794094384392301,0.0270473328324568,0.031981279251170044
@ibarrechejavier,@ibarrechejavier,0.0,neutral,16,16,0.4794094384392301,0.011269722013523668,0.01170046801872075
😂😂😂😂😂,😂😂😂😂😂,0.0,neutral,5,5,0.4794094384392301,0.003005259203606311,0.0031201248049922
Estamos tan imprégnenos de violencia y malos tratos en este país que vemos este procedimiento como teatro jajajaka .. violentos,We are so impregnated with violence and ill-treatment in this country that we see this procedure as theater hahaha... violent,-0.8505,negative,127,125,0.030951753229633505,0.09466566491359879,0.0967238689547582
Y aún hay quien cree en ella jaja si es un títere nada más.,And there are still those who believe in it haha ​​if it's just a puppet.,0.4588,positive,59,73,0.721328763511732,0.043576258452291516,0.056162246489859596
"Niña , edúquese por favor 🙏","Girl, educate yourself please 🙏",0.3182,positive,27,31,0.647192196150804,0.019534184823441023,0.0234009360374415
😢😢 triste hasta la manera en la que se la llevan…,😢😢 sad even the way they take it...,-0.4767,negative,49,35,0.22805167413656735,0.03606311044327574,0.0265210608424337
Hahahahahah dejen vivir a la pobre niña por favor!,Hahahahaha please let the poor girl live!,-0.2714,negative,50,41,0.3363037173741102,0.036814425244177315,0.031201248049921994
Solo espero los memes con esto jaja 😂,I just wait for the memes with this haha ​​😂,0.5423,positive,37,44,0.7653572370155549,0.0270473328324568,0.03354134165366615
La cara de felicidad por conseguir la foto de la portada,The face of happiness for getting the cover photo,0.5574,positive,56,49,0.7733192723437912,0.04132231404958678,0.0374414976599064
😂😂😂😂😂 un capítulo de la Rosa de Guadalupe,😂😂😂😂😂 a chapter of the Rose of Guadalupe,0.0,neutral,41,40,0.4794094384392301,0.030052592036063114,0.030421216848673948
Bien hecho 👏👏👏👏,Well done 👏👏👏👏,0.2732,positive,15,14,0.6234642762984445,0.01051840721262209,0.01014040561622465
"Amo que sepa muy bien lo que está haciendo, todo dentro de los términos permitidos pero incomodando a los poderosos","I love that he knows very well what he is doing, everything within the allowed terms but making the powerful uncomfortable",0.5569,positive,115,122,0.773055628789876,0.08564988730277986,0.09438377535101404
Más montaje para donde,More assembly for where,0.0,neutral,22,23,0.4794094384392301,0.015777610818933134,0.0171606864274571
Ella no llora .... Ella factura .,She doesn't cry.... She bills.,0.0,neutral,33,30,0.4794094384392301,0.02404207362885049,0.02262090483619345
La mejor 👏,The best 👏,0.6369,positive,10,10,0.8152385974162931,0.0067618332081142,0.0070202808112324495
😂😂😂😂😂,😂😂😂😂😂,0.0,neutral,5,5,0.4794094384392301,0.003005259203606311,0.0031201248049922
Deberías llevarla a uno psicólogo,You should take her to a psychologist,0.0,neutral,33,37,0.4794094384392301,0.02404207362885049,0.028081123244929798
"@naranja_medellin no me incomoda a nadie, las compalñias hacen lo que quieren son gigantes y lo seguirán siendo ¿que dices? Jajaja","@naranja_medellin I'm not bothered by anyone, the companies do what they want, they are giants and they will continue to be, what do you say? LOL",0.6999,positive,130,145,0.8484576852095965,0.09691960931630353,0.11232449297971919
"Fue actuado, no es real. Ya se confirmo.","It was staged, it's not real. It's already confirmed.",0.0,neutral,40,53,0.4794094384392301,0.029301277235161537,0.0405616224648986
Su cara JAJAJAJAJ,His face HAHAHAHAHA,0.0,neutral,17,19,0.4794094384392301,0.012021036814425245,0.014040561622464899
Uno no sabe si los está empujando la policía o el viento😂,You don't know if the police or the wind are pushing them😂,0.0,neutral,57,58,0.4794094384392301,0.042073628850488355,0.044461778471138844
@manzavipm 😂😂😂,@manzavipm 😂😂😂,0.0,neutral,14,14,0.4794094384392301,0.009767092411720512,0.01014040561622465
🤣🤣🤡🤡🎪,🤣🤣🤡🤡🎪,0.0,neutral,5,5,0.4794094384392301,0.003005259203606311,0.0031201248049922
Y si le echan🔥,And if they kick him out,0.0,neutral,14,24,0.4794094384392301,0.009767092411720512,0.01794071762870515
"@juandanielpt0416 de acuerdo con la primera parte, pero a qué oligarquía se refiere?","@juandanielpt0416 I agree with the first part, but which oligarchy are you referring to?",0.1901,positive,84,88,0.5796467176377537,0.06235912847483096,0.06786271450858035
@juandanielpt0416 😂😂😂esto es teatro ponga atención!!!,@juandanielpt0416 😂😂😂this is theater pay attention!!!,-0.3129,negative,53,53,0.31442130239915633,0.03906836964688205,0.0405616224648986
@paolavargaslm ella es una marioneta de los globalistas,@paolavargaslm she is a puppet of the globalists,0.0,neutral,55,48,0.4794094384392301,0.0405709992486852,0.03666146645865835
PURO SHOW TODO ES PROPAGANDA DISTRACCIÓN DE DAVOS! EL QUE ENTENDIÓ ENTENDIÓ 🧐🤢🤢🤢,PURE SHOW EVERYTHING IS PROPAGANDA DISTRACTION OF DAVOS! THE ONE WHO UNDERSTOOD UNDERSTOOD 🧐🤢🤢🤢,-0.7475,negative,80,95,0.08526232533614553,0.05935386927122465,0.0733229329173167
En Colombia también la idolatran 😂😂😂ahora vendrá a liderar los Gestores de pazzzzzzzzzzzzzxx😂😂😂😂😂,In Colombia they also idolize her 😂😂😂 now she will come to lead the Managers of pazzzzzzzzzzzzzxx 😂😂😂😂😂,0.0,neutral,97,103,0.4794094384392301,0.07212622088655146,0.0795631825273011
Y de agarrar una pala ni hablamos,And we don't even talk about grabbing a shovel,0.0,neutral,33,46,0.4794094384392301,0.02404207362885049,0.035101404056162244
Déjenla caer 😂 para que se ría con gusto. . . 🤣🤣🤣,Drop her 😂 so she can laugh with pleasure. . . 🤣🤣🤣,0.7553,positive,49,50,0.8776693909833904,0.03606311044327574,0.038221528861154444
😂😂😂teatroooo,😂😂😂theater,0.0,neutral,12,10,0.4794094384392301,0.008264462809917356,0.0070202808112324495
Puro show y los alimentos mas caros que nunca.,Pure show and food more expensive than ever.,0.0,neutral,46,44,0.4794094384392301,0.033809166040571,0.03354134165366615
@geovandres988 greta la politiquera utilizada por los padres,@ geovandres988 greta the politicking used by parents,0.0,neutral,60,53,0.4794094384392301,0.044327573253193094,0.0405616224648986
"@pablette94 deja el show nene, que si hubiera Sido así, la primera línea no estaría libre como ""gestores de paz"" puff","@pablette94 leave the show baby, if that had been the case, the first line would not be free as ""peace managers"" puff",0.1526,positive,117,117,0.5598734510941207,0.08715251690458302,0.0904836193447738
😂😂😂😂😂😂 está buena la actuación 🎭.,😂😂😂😂😂😂 the performance is good 🎭.,0.4404,positive,33,33,0.7116266807276561,0.02404207362885049,0.0249609984399376
"@98medrano08 hace unos minutos me hablabas de estudios, cómo ya te dije que no tiene estudios ahora hablas de premios. Felicidades por sus premios, pero no tiene idea de nada.","@98medrano08 A few minutes ago you were talking about studies, since I already told you that he has no studies, now you are talking about awards. Congratulations on your awards, but you have no idea about anything.",0.2617,positive,175,214,0.617400474558397,0.13072877535687455,0.16614664586583464
"@santi_uribe10 revise por favor los premios, condecoraciones y nominaciones que tiene, hasta la revista Forbes la ha mencionado…","@santi_uribe10 please review the awards, decorations and nominations she has, even Forbes magazine has mentioned her...",0.6486,positive,128,119,0.8214078565779066,0.09541697971450037,0.0920436817472699
🤣🤣😍,🤣🤣😍,0.0,neutral,3,3,0.4794094384392301,0.0015026296018031554,0.0015600624024961
How dare you?!,How dare you?!,0.0,neutral,14,14,0.4794094384392301,0.009767092411720512,0.01014040561622465
Va feliz la niña. Valiente e inteligente,The girl is happy. brave and smart,0.8689,positive,40,34,0.9375692064329026,0.029301277235161537,0.02574102964118565
😮,😮,0.0,neutral,1,1,0.4794094384392301,0.0,0.0
👏👏👏👏,👏👏👏👏,0.0,neutral,4,4,0.4794094384392301,0.002253944402704733,0.00234009360374415
Viva Greta. Bravo 💪 Greta. Fuerza Greta,Long live Greta. Bravo 💪 Greta. greta force,0.0,neutral,39,43,0.4794094384392301,0.028549962434259956,0.032761310452418105
"@uribistapromedio Su cara de felicidad lo dice todo, atrayendo audiencia y con una policía justa que la tratará bien y respetará sus derechos, nada de desaparecerla como en Colombia.","@uribistapromedio Her happy face says it all, attracting an audience and with a fair police that will treat her well and respect her rights, no disappearing like in Colombia.",0.946,positive,182,174,0.9782230424466121,0.1359879789631856,0.13494539781591264
"Su cara de felicidad lo dice todo, atrayendo audiencia y con una policía justa que la tratará bien y respetará sus derechos, nada de desaparecerla como en Colombia.","Her happy face says it all, attracting an audience and with a fair police force that will treat her well and respect her rights, no disappearing like in Colombia.",0.946,positive,164,162,0.9782230424466121,0.12246431254695718,0.12558502340093602
En la foto se la llevan de dia y en el video de noche?,In the photo they take it during the day and in the video at night?,0.0,neutral,54,67,0.4794094384392301,0.039819684447783624,0.051482059282371304
FAKE 🤡,FAKE 🤡,-0.4767,negative,6,6,0.22805167413656735,0.0037565740045078884,0.0039001560062402497
"@garzonmlaura Lo de Greta es puro show y falso activismo 😂😂😂😂, la maquinaria progre detrás es mucho más grande.","@garzonmlaura The Greta thing is pure show and false activism 😂😂😂😂, the progressive machinery behind it is much bigger.",0.0,neutral,111,119,0.4794094384392301,0.08264462809917356,0.0920436817472699
