es,en,scores,qualify,Espanish_length,English_length,zero,uno,dos
La tiene clarisima,she has it very clear,0.4391,positive,18,21,0.7331751843638801,0.01868131868131868,0.023174971031286212
Akatraz versión El Salvador 🇸🇻 😮,Akatraz El Salvador version 🇸🇻 😮,0.0,neutral,32,32,0.5067299262544479,0.03406593406593406,0.03592120509849363
Venga pa acá bro que el de acá no tiene huevos,"Come here bro, the one here has no eggs",-0.296,negative,46,39,0.3540817905213759,0.04945054945054945,0.0440324449594438
ª,th,0.0,neutral,1,2,0.5067299262544479,0.0,0.0011587485515643105
Petro debería ver esto y aprender,Petro should see this and learn,0.0,neutral,33,31,0.5067299262544479,0.035164835164835165,0.03476245654692932
😮‍💨 <— la cara de los gestores de paz cuando saben que Petro es su presidente y no Bukele,😮‍💨 <— the face of peace managers when they know that Petro is their president and not Bukele,0.5423,positive,89,93,0.7863957506059511,0.0967032967032967,0.10660486674391657
"A petro no le gusta esto, de hecho le da nauseas 🤮","Petro doesn't like this, in fact it makes him nauseous 🤮",-0.2755,negative,50,56,0.36465370532721364,0.05384615384615384,0.06373117033603708
@ivanmejia47 😍😍,@ivanmejia47 😍😍,0.0,neutral,15,15,0.5067299262544479,0.015384615384615385,0.01622247972190035
"@gustavopetrourrego siga el ejemplo de un presidente de verdad con los pantalones bien puestos, no como usted que la guerrilla y la delincuencia se lo tiene adentro","@gustavopetrourrego follow the example of a real president with his pants on, not like you who have it inside the guerilla and crime",-0.6818,negative,164,132,0.15512351090712184,0.17912087912087912,0.15179606025492468
Lástima Colombia no tener ese presidente😢,Too bad Colombia doesn't have that president😢,-0.5423,negative,41,45,0.22706410190294463,0.04395604395604395,0.05098493626882966
Larga vida señor Bukele 🙏 👏,Long live Mr. Bukele 🙏 👏,0.0,neutral,27,24,0.5067299262544479,0.02857142857142857,0.026651216685979143
Medieval,Medieval,0.0,neutral,8,8,0.5067299262544479,0.007692307692307693,0.008111239860950173
"Colombia en materia de justicia, está involucionando.","Colombia in terms of justice, is regressing.",0.5267,positive,53,44,0.7783507812902892,0.05714285714285714,0.04982618771726535
Cuando tendremos un presidente de esos en Colombia,When will we have a president of those in Colombia?,0.0,neutral,50,51,0.5067299262544479,0.05384615384615384,0.05793742757821553
Allá en El Salvador si vivirán sabroso de verdad,There in El Salvador if they will live really tasty,0.0,neutral,48,51,0.5067299262544479,0.051648351648351645,0.05793742757821553
Aprende!!! @gustavopetrourrego,Learn!!! @gustavopetrourrego,0.0,neutral,30,28,0.5067299262544479,0.031868131868131866,0.031286210892236384
Aquí les dan un subsidio!,Here they give them a subsidy!,0.0,neutral,25,30,0.5067299262544479,0.026373626373626374,0.03360370799536501
A los petriguerrilleros no les gusta esto 😂,Petriguerrilleros don't like this 😂,-0.2755,negative,43,35,0.36465370532721364,0.04615384615384615,0.03939745075318656
Acá los van a sacar jajaja a trabajar 😂😂,Here they are going to take them to work hahaha 😂😂,0.5574,positive,40,50,0.7941828683409828,0.04285714285714285,0.056778679026651215
"Excelente. Cuando no se roban los recursos,el dinero alcanza para todo.","Great. When resources are not stolen, money is enough for everything.",0.7736,positive,71,69,0.9056778918054766,0.07692307692307693,0.07879490150637311
Y aquí el ministro no quiere hacer su trabajo y quiere soltar a los presos,And here the minister does not want to do his job and wants to release the prisoners,-0.5457,negative,74,84,0.2253107111546594,0.08021978021978023,0.09617612977983778
Que ejemplo eres presidente 👏👏 admiración total,What an example you are president 👏👏 total admiration,0.5423,positive,47,53,0.7863957506059511,0.05054945054945054,0.06025492468134415
"Me encanta , a los que hacen lo malo que paguen por sus errores! Así funcionan las cosas , admiro a este presidente @nayibbukele 👏🏼","I love it, those who do wrong pay for their mistakes! This is how things work, I admire this president @nayibbukele 👏🏼",0.3802,positive,131,118,0.7028002681656438,0.14285714285714285,0.13557358053302435
Ese si es un precidente y un verdadero cambio para un país no como el payaso que montaron acá en Colombia que el único que está viviendo sabroso es el y su familia,That if he is a president and a real change for a country not like the clown that they set up here in Colombia that the only one who is living well is him and his family,-0.0026,negative,163,169,0.505389098035171,0.17802197802197803,0.19466975666280417
👏👏,👏👏,0.0,neutral,2,2,0.5067299262544479,0.001098901098901099,0.0011587485515643105
En Colombia le dan un puesto,In Colombia they give him a position,0.0,neutral,28,36,0.5067299262544479,0.029670329670329672,0.04055619930475087
Es bellísimo¡ 👏🏼👏🏼👏🏼👏🏼👏🏼,It's beautiful! 👏🏼👏🏼👏🏼👏🏼👏🏼,0.636,positive,24,26,0.8347171368160486,0.025274725274725275,0.028968713789107765
"Tan difícil es tener un presidente con los huevos bien parados para enfrentar a la delincuencia y darles lo que se merecen. Qué sufrimiento, acá mientras tanto queriendo quitar los crimenes para que la taza de delincuencia baje. 🤢🤢🤢🤢","It is so difficult to have a president with the balls well standing to face crime and give them what they deserve. What suffering, here meanwhile wanting to eliminate crimes so that the crime rate goes down. 🤢🤢🤢🤢",-0.905,negative,233,212,0.04001856531380532,0.2549450549450549,0.24449594438006952
Casa para 40 mil gestores de la “paz”,"House for 40 thousand ""peace"" managers",0.0,neutral,37,38,0.5067299262544479,0.03956043956043956,0.04287369640787949
Pobres gestores de paz los del kks,Poor peace managers from the kks,0.1027,positive,34,32,0.5596926409158888,0.03626373626373626,0.03592120509849363
Impuestos bien invertidos,taxes well spent,0.2732,positive,25,16,0.6476200299107833,0.026373626373626374,0.01738122827346466
Nacionalicemos a este señor acá 👏,Let's nationalize this man here 👏,0.0,neutral,33,33,0.5067299262544479,0.035164835164835165,0.03707995365005794
"Entran 40.000 pandilleros , deberían salir por lo menos el 70% ciudadanos que puedan servir al país y a la comunidad tan sólo ahí sería un éxito toda este proyecto.","40,000 gang members enter, at least 70% of citizens who can serve the country and the community should leave, only then would this whole project be a success.",0.5423,positive,164,158,0.7863957506059511,0.17912087912087912,0.18192352259559674
Este es el presidente que necesita colombia 👏👏👏👏,This is the president that Colombia needs 👏👏👏👏,0.0,neutral,48,46,0.5067299262544479,0.051648351648351645,0.05214368482039398
EXCELENTE MARAVILLOSO... FELICITACIONES A TODO EL EQUIPO DE GOBIERNO LEGISLADORES JUECES Y MAGISTRADOS EN EL SALVADOR!!!,EXCELLENT WONDERFUL... CONGRATULATIONS TO THE ENTIRE GOVERNMENT TEAM LEGISLATORS JUDGES AND MAGISTRATES IN EL SALVADOR!!!,0.8582,positive,120,121,0.9493063792481047,0.13076923076923078,0.13904982618771727
40 mil gestores de paz,40 thousand peace managers,0.5423,positive,22,26,0.7863957506059511,0.023076923076923078,0.028968713789107765
Bukele la tiene clara,Bukele has it clear,0.3818,positive,21,19,0.7036253932236605,0.02197802197802198,0.02085747392815759
Que grande ese Presidente 👏🏻👏🏻👏🏻 Y en Colombia están mirando cómo los ponen de gestores de paz 🤦🏻‍♂️🤦🏻‍♂️,How great is that President 👏🏻👏🏻👏🏻 And in Colombia they are watching how they make them peace managers 🤦🏻‍♂️🤦🏻‍♂️,0.8225,positive,105,113,0.9308957763911092,0.1142857142857143,0.12977983777520277
"@nayibbukele vente un añito para acá pa colombia valesita, pero te aclaro acá tienes que construir como 5 de esas mismas carceles","@nayibbukele come here a year to Colombia valesita, but I clarify here you have to build like 5 of those same prisons",0.5023,positive,129,117,0.765767624155536,0.14065934065934066,0.13441483198146
Uff ese es el presidente que el país del sagrado Corazón necesita.,Uff that is the president that the country of the Sacred Heart needs.,0.0,neutral,66,69,0.5067299262544479,0.07142857142857144,0.07879490150637311
🙌🙌🙌,🙌🙌🙌,0.0,neutral,3,3,0.5067299262544479,0.002197802197802198,0.002317497103128621
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral,5,5,0.5067299262544479,0.004395604395604396,0.004634994206257242
👏👏👏👏,👏👏👏👏,0.0,neutral,4,4,0.5067299262544479,0.0032967032967032967,0.0034762456546929316
👏👏👏👏👏👏👏👏,👏👏👏👏👏👏👏👏,0.0,neutral,8,8,0.5067299262544479,0.007692307692307693,0.008111239860950173
Necesitamos varias de esas en Colombia …!!!,We need several of those in Colombia…!!!,0.0,neutral,43,40,0.5067299262544479,0.04615384615384615,0.045191193511008115
Esa es la que debe hacer @gustavopetrourrego unas 3 para guardar a todos esos gestores de paz,That is what @gustavopetrourrego must do about 3 to save all those peace managers,0.7717,positive,93,81,0.904698055799082,0.1010989010989011,0.09269988412514485
"@gustavopetrourrego siga el ejemplo de un presidente de verdad con los pantalones bien puestos, no como usted que la guerrilla y la delincuencia se lo tiene adentro","@gustavopetrourrego follow the example of a real president with his pants on, not like you who have it inside the guerilla and crime",-0.6818,negative,164,132,0.15512351090712184,0.17912087912087912,0.15179606025492468
Yo quiero un presidente así 🙌🇨🇴🇨🇴,I want a president like that 🙌🇨🇴🇨🇴,0.4215,positive,33,34,0.7240988087256974,0.035164835164835165,0.038238702201622246
Y Acá los quieren liberar a todos 😢,And here they want to free them all 😢,0.5574,positive,35,37,0.7941828683409828,0.03736263736263736,0.04171494785631518
Acá deberían construir una en vichada o Vaupés que ni señal tengan y que cultivén su propio alimentó,Here they should build one in Vichada or Vaupés that doesn't even have a sign and that grows its own food,0.0,neutral,100,105,0.5067299262544479,0.1087912087912088,0.1205098493626883
Mira !dioto @gustavopetrourrego,Look!dioto @gustavopetrourrego,0.0,neutral,31,30,0.5067299262544479,0.03296703296703296,0.03360370799536501
Este man lo amo,I love this man,0.6369,positive,15,15,0.835181269661183,0.015384615384615385,0.01622247972190035
Eso es lo que tiene que hacer aquí.,That's what you have to do here.,0.0,neutral,35,32,0.5067299262544479,0.03736263736263736,0.03592120509849363
"Acá en Colombia 🇨🇴, deberían construir una así y ponerlos a trabajar, qué ellos emprendan desde allá","Here in Colombia 🇨🇴, they should build one like this and put them to work, what they undertake from there",0.3612,positive,100,105,0.6930019081016966,0.1087912087912088,0.1205098493626883
El mejor presidente 👏👏👏,The best president 👏👏👏,0.6369,positive,23,22,0.835181269661183,0.024175824175824177,0.02433371958285052
Excelente 👏👏👏👏👏,Excellent 👏👏👏👏👏,0.5719,positive,15,15,0.8016605641792584,0.015384615384615385,0.01622247972190035
Uno ve a este man tratando de por orden de la manera q debe de ser y le da a uno es piedra viendo q aqui todo es una payasada y populismo,One sees this man trying to order the way it should be and it gives one a hard time seeing that everything here is a clown and populism,-0.1027,negative,137,135,0.45376721159300704,0.14945054945054945,0.1552723059096176
Que agradable sujeto.,What a nice subject.,0.4215,positive,21,20,0.7240988087256974,0.02197802197802198,0.022016222479721903
Y aquí con más recursos no es posible,And here with more resources it is not possible,0.0,neutral,37,47,0.5067299262544479,0.03956043956043956,0.05330243337195829
"Héroe para su país, héroe moderno de carne y hueso para latinoamericana y América. 👏👏👏👏👏👏👏","Hero for his country, modern flesh and blood hero for Latin America and America. 👏👏👏👏👏👏👏",0.802,positive,90,88,0.9203238615852716,0.0978021978021978,0.10081112398609501
APRENDE @gustavopetrourrego,LEARN @gustavopetrourrego,0.0,neutral,27,25,0.5067299262544479,0.02857142857142857,0.027809965237543453
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral,5,5,0.5067299262544479,0.004395604395604396,0.004634994206257242
Como así 😁😁😁😁 allá no van a dar 800mil que mal ese bukele...uribista 4602..,Like so 😁😁😁😁 there they won't give 800 thousand that bad that bukele... uribista 4602 ..,-0.25,negative,75,88,0.37780413593935325,0.08131868131868132,0.10081112398609501
La llena en dos días jajajaja,He fills it up in two days hahahaha,0.0,neutral,29,35,0.5067299262544479,0.030769230769230767,0.03939745075318656
"El presidente #petro y el #gobiernonacional deberian tomar ejemplo y hacer una carcel en la guajira donde metan a los presos mas peligrosos del pais y asi terminar con el hacinamiento en las carceles del pais, mas seguridad y mas derechos humanos para todos.","President #petro and the #nationalgovernment should follow an example and set up a prison in La Guajira where they put the most dangerous prisoners in the country and thus end overcrowding in the country's prisons, more security and more human rights for all.",-0.8214,negative,258,259,0.08313134959517299,0.2824175824175824,0.2989571263035921
A Petro le incómoda esto son 40 mil gestores de paz menos,"Petro is uncomfortable with this, there are 40,000 less peace managers",0.1548,positive,57,70,0.5865607756175545,0.061538461538461535,0.07995365005793743
"Y aquí quieren soltar a las personas con delitos ""menores""... 🙄","And here they want to release people with ""minor"" crimes... 🙄",0.0772,positive,63,61,0.5465422103037492,0.06813186813186814,0.06952491309385864
Cuando tienes la mayoría del Congreso haces todo lo que se te pase por tu mente,"When you have a majority in Congress, you do whatever comes to your mind.",0.0,neutral,79,73,0.5067299262544479,0.08571428571428572,0.08342989571263036
👏👏👏👏👏👏👏👏👏 que ejemplo,👏👏👏👏👏👏👏👏👏 what an example,0.0,neutral,21,25,0.5067299262544479,0.02197802197802198,0.027809965237543453
"Un aplauso para el señor bukele ,ejemplo de gobernante ,no como el gobierno de Colombia !","A round of applause for Mr. Bukele, an example of a ruler, not like the Colombian government!",0.2458,positive,89,93,0.6334897632922489,0.0967032967032967,0.10660486674391657
👏👏👏,👏👏👏,0.0,neutral,3,3,0.5067299262544479,0.002197802197802198,0.002317497103128621
"Ese es el presidente que necesita Colombia , para que acabe con tanga corrupción","That is the president that Colombia needs, to put an end to corruption",0.0,neutral,80,70,0.5067299262544479,0.08681318681318681,0.07995365005793743
👏👏👏👏,👏👏👏👏,0.0,neutral,4,4,0.5067299262544479,0.0032967032967032967,0.0034762456546929316
"Imagino la logística cuando vayan a mover a esos terroristas asesinos para allá, será algo apoteósico","I imagine the logistics when they are going to move those murderous terrorists there, it will be something tremendous",-0.8519,negative,101,117,0.06740240317673146,0.10989010989010989,0.13441483198146
que ejemplo tan grande de presidente que sabe ayudar a su pais a estar seguro!,What a great example of a president who knows how to help his country to be safe!,0.8748,positive,78,81,0.9578670517250271,0.08461538461538462,0.09269988412514485
Este si los tiene bien puestos,This one does have them well placed,0.2732,positive,30,35,0.6476200299107833,0.031868131868131866,0.03939745075318656
👏👏,👏👏,0.0,neutral,2,2,0.5067299262544479,0.001098901098901099,0.0011587485515643105
Que pensara este gobierno de Petro que es alcahuete sobretodo con la primera línea 🤦 😡,"What will this Petro government think that it is a pimp, especially with the front line 🤦 😡",0.0,neutral,86,91,0.5067299262544479,0.09340659340659341,0.10428736964078796
Excelente,Great,0.6249,positive,9,5,0.8289928317260584,0.008791208791208791,0.004634994206257242
Quiero una así en Colombia!🤭🤭🤭,I want one like this in Colombia!🤭🤭🤭,0.4753,positive,30,36,0.7518436388015058,0.031868131868131866,0.04055619930475087
"Pffff, en Colombia les pagan. 😎","Pffff, in Colombia they get paid. 😎",0.0,neutral,31,35,0.5067299262544479,0.03296703296703296,0.03939745075318656
Ejemplo!!!! 💗,Example!!!! 💗,0.0,neutral,13,13,0.5067299262544479,0.013186813186813187,0.013904982618771726
"Que aprenda este gobierno, los delincuentes se castigan no se premian!!!","Let this government learn, criminals are punished, not rewarded!!!",-0.8808,negative,72,66,0.05249858181630651,0.07802197802197802,0.07531865585168018
A petro no le gusta esta noticia !,Petro does not like this news!,-0.3404,negative,34,30,0.33118457016141506,0.03626373626373626,0.03360370799536501
Y aquí los queremos liberar 😂,And here we want to free them 😂,0.5574,positive,29,31,0.7941828683409828,0.030769230769230767,0.03476245654692932
❤️DIOS BENDIGA AL MEJOR PRESIDENTE DEL MUNDO 🌎 🙏,❤️ GOD BLESS THE BEST PRESIDENT IN THE WORLD 🌎 🙏,0.9062,positive,48,48,0.974060130988603,0.051648351648351645,0.054461181923522596
"APRENDA GOBIERNO COLOMBIANO que NO es sacando a las 🐀🐀🐀 a la calle "" ESTAMOS MAMADOS DE LA DELINCUENCIA""","LEARN COLOMBIAN GOVERNMENT that is NOT taking 🐀🐀🐀 out on the street ""WE ARE SUCKED BY CRIME""",-0.8388,negative,104,92,0.07415811458924243,0.11318681318681319,0.10544611819235226
En Colombia urge un Bukele,"In Colombia, a Bukele is urgently needed",0.0,neutral,26,40,0.5067299262544479,0.027472527472527472,0.045191193511008115
Y en Colombia denles subsidios 😍😍😍🤣🤣🤣🤣🤡🤡🤡,And in Colombia give them subsidies 😍😍😍🤣🤣🤣🤣🤡🤡🤡,0.0,neutral,41,46,0.5067299262544479,0.04395604395604395,0.05214368482039398
"Este es el presidente que necesita Colombia, acá el crimen paga","This is the president that Colombia needs, here crime pays",-0.5423,negative,63,58,0.22706410190294463,0.06813186813186814,0.0660486674391657
Mientras en salvador los capturan y los procesan en colombia piensan en liberar 😂😂😂😂😂😂😂😂😂 mientras en El Salvador construyen meta cárceles en colombia piensan en remodelar las viejas 😂😂😂😂😂😂😂😂😂😂😂,"While in Salvador they are captured and processed in Colombia, they think about releasing them 😂😂😂😂😂😂😂😂😂 while in El Salvador they build meta-prisons in Colombia they think about remodeling the old ones",0.0,neutral,194,202,0.5067299262544479,0.21208791208791208,0.2329084588644264
Y petro dando bonos a delicuentes,And petro giving bonuses to criminals,0.3182,positive,33,37,0.6708266721675004,0.035164835164835165,0.04171494785631518
Petro rechazando esa inversión en 3 2 1 @gustavopetrourrego cachon,Petro rejecting that investment in 3 2 1 @gustavopetrourrego cachon,-0.4588,negative,66,67,0.2701253158681862,0.07142857142857144,0.07647740440324449
ESE ES EL PRESIDENTE QUE NECESITO AQUI EN COLOMBIA DIOS MIO MANDA UN MILAGRO,THIS IS THE PRESIDENT I NEED HERE IN COLOMBIA MY GOD SEND A MIRACLE,0.7096,positive,76,67,0.8726728894848126,0.08241758241758242,0.07647740440324449
@gustavopetrourrego @franciamarquezm cojan ejemplo,@gustavopetrourrego @franciamarquezm take an example,0.0,neutral,50,52,0.5067299262544479,0.05384615384615384,0.05909617612977984
"Excelente. Que grande este presidente, calladito hace las cosas y pone al salvador al 10000.","Great. How great this president, quietly does things and puts the savior at 10,000.",0.8481,positive,92,83,0.9440977773193748,0.1,0.09501738122827347
Regio.,Royal.,0.0,neutral,6,6,0.5067299262544479,0.005494505494505494,0.005793742757821553
Y acá mejor eliminan los delitos para q no sean castigados o mejor aun los nombran gestores de paz 😂😂😂,"And here it is better to eliminate the crimes so that they are not punished or better yet, they are appointed peace managers 😂😂😂",0.8952,positive,102,128,0.9683873962147387,0.110989010989011,0.14716106604866744
"y el 🤡🤡, de aca las quiere eliminar y quitar los delitos jajajaj😂😂😂","and the 🤡🤡, from here he wants to eliminate them and remove the crimes hahahaha 😂😂😂",0.0,neutral,67,83,0.5067299262544479,0.07252747252747253,0.09501738122827347
👌💯☺️🌹,👌💯☺️🌹,0.0,neutral,5,5,0.5067299262544479,0.004395604395604396,0.004634994206257242
Campo de concentración.,Concentration camp.,0.0,neutral,23,19,0.5067299262544479,0.024175824175824177,0.02085747392815759
@josedelahoz eso si es presidente no los titeres que ha tenido colombia,"@josedelahoz that is if he is president, not the puppets that Colombia has had",0.0,neutral,71,78,0.5067299262544479,0.07692307692307693,0.08922363847045191
En Colombia para cuándo 😑😑🙄,In Colombia for when 😑😑🙄,0.0,neutral,27,24,0.5067299262544479,0.02857142857142857,0.026651216685979143
Ejemplo que debemos seguiir en latinoamerica,Example that we should follow in Latin America,0.0,neutral,44,46,0.5067299262544479,0.04725274725274725,0.05214368482039398
Así debería ser acá pero antes los van a soltar!!,This is how it should be here but before they are going to release them!!,0.0,neutral,49,73,0.5067299262544479,0.05274725274725275,0.08342989571263036
Esto es lo que pasa cuando un presidente es una persona de bien y no un guerrillo,This is what happens when a president is a good person and not a guerrilla,0.4404,positive,81,74,0.7338455984735186,0.08791208791208792,0.08458864426419467
Allá bukele construye cárceles y aquí el sr ferragamo desocupa las cárceles y los premia con subsidios,"There, Bukele builds prisons and here Mr. Ferragamo vacates the prisons and rewards them with subsidies.",0.4767,positive,102,104,0.7525656232272704,0.110989010989011,0.11935110081112399
Los comentarios 😮 como comparan a unos pandilleros sanguinarios de ese país con primera línea que no son santos pero de ese calibre jamás hemos tenido pandillas en colombia.,The comments 😮 how they compare some bloodthirsty gang members from that country to the front line who are not saints but of that caliber we have never had gangs in Colombia.,0.0,neutral,173,174,0.5067299262544479,0.189010989010989,0.20046349942062572
Eyy todos etiquetemos a Petro a ver si aprende alguito😅,"Hey, let's all tag Petro to see if he learns something😅",0.0,neutral,55,55,0.5067299262544479,0.05934065934065934,0.06257242178447277
👏👏👏👏,👏👏👏👏,0.0,neutral,4,4,0.5067299262544479,0.0032967032967032967,0.0034762456546929316
👏👏👏👏que bien por el presidente @nayibbukele ! Bravoooo,👏👏👏👏 Good for the president @nayibbukele! Bravooooo,0.4926,positive,54,51,0.7607653034913103,0.058241758241758236,0.05793742757821553
Eso 👏👏👏 duro para que afinen. Colombia debería tomar nota 📝,That 👏👏👏 hard for them to tune. Colombia should take note 📝,-0.1027,negative,59,59,0.45376721159300704,0.06373626373626375,0.06720741599073002
Cómo debe ser 👌,How it should be 👌,0.0,neutral,15,18,0.5067299262544479,0.015384615384615385,0.01969872537659328
Exelente,Great,0.6249,positive,8,5,0.8289928317260584,0.007692307692307693,0.004634994206257242
"@nayibbukele un favor grande, dile a nuestro presidente @gustavopetrourrego como se manejan los temas de seguridad, pandilleros y delincuencia en general ! Gracias 😍","@nayibbukele a big favor, tell our president @gustavopetrourrego how security issues, gang members and crime in general are handled! Thank you 😍",0.5255,positive,165,144,0.7777319374967768,0.18021978021978022,0.1657010428736964
Mientras tanto petrosky va a hacer un mega presupuesto para subsidiar a los Gestores de Paz 😂😂 @guillermotorres11,Meanwhile Petrosky is going to make a mega budget to subsidize the Peace Managers 😂😂 @guillermotorres11,0.5423,positive,113,103,0.7863957506059511,0.12307692307692308,0.11819235225955968
Falta que hace un presidente de esos acá,What is missing for a president of those here,-0.296,negative,40,45,0.3540817905213759,0.04285714285714285,0.05098493626882966
Felisidades sr 👏👏👏👏,Congratulations sir 👏👏👏👏,0.5994,positive,19,24,0.8158424011139188,0.01978021978021978,0.026651216685979143
@gustavopetrourrego,@gustavopetrourrego,0.0,neutral,19,19,0.5067299262544479,0.01978021978021978,0.02085747392815759
@lexdiaz1313,@lexdiaz1313,0.0,neutral,12,12,0.5067299262544479,0.012087912087912088,0.012746234067207415
Y Petro los llama gestores de paz,And Petro calls them peace managers,0.5423,positive,33,35,0.7863957506059511,0.035164835164835165,0.03939745075318656
Claro crear más oportunidades… más gestores de paz paz paz…,"Of course, create more opportunities... more managers of peace peace peace...",0.8634,positive,59,77,0.9519880356866587,0.06373626373626375,0.0880648899188876
"1000 hombres, cuidando 44000, que seguro están dispuestos a matar, nose...","1,000 men, taking care of 44,000, who are surely willing to kill, I don't know...",0.1027,positive,74,81,0.5596926409158888,0.08021978021978023,0.09269988412514485
👏👏👏a pagar los culpables,👏👏👏 to pay the guilty,-0.4939,negative,24,21,0.25202413490794695,0.025274725274725275,0.023174971031286212
"Ese es, ese es, lastima en otro País 👏👏👏","That's it, that's it, it hurts in another country 👏👏👏",-0.4767,negative,40,53,0.2608942292816254,0.04285714285714285,0.06025492468134415
Si no invierte en educar l sociedad el circulo vicioso continuara.,"If you do not invest in educating society, the vicious circle will continue.",-0.3612,negative,66,76,0.3204579444071992,0.07142857142857144,0.08690614136732329
Ojo ministro de justicia así se combaten los hampones,"Be careful, Minister of Justice, this is how the thugs are fought",0.4019,positive,53,65,0.713991026764994,0.05714285714285714,0.07415990730011587
😂😂😂😂ni sabía que era una pág uribista jajaja es hermoso verlos llorando jajaja,😂😂😂😂 I didn't even know it was an uribista page hahaha it's beautiful to see them crying hahaha,0.8402,positive,78,95,0.940023722345418,0.08461538461538462,0.10892236384704519
"En Colombia por el contrario van a dejar libres a los presos condenados por violaciones, terrorismo, homicidios, hurto... dizque para que sean gestores de paz y ayuden a la sociedad... Que estupidez...","In Colombia, on the contrary, they are going to release prisoners convicted of rape, terrorism, homicide, theft... so that they can be peace managers and help society... How stupid...",-0.8126,negative,201,183,0.08766953741426431,0.21978021978021978,0.21089223638470453
Necesitamos ese presidente para Colombia 🇨🇴,We need that president for Colombia 🇨🇴,0.0,neutral,43,38,0.5067299262544479,0.04615384615384615,0.04287369640787949
👏,👏,0.0,neutral,1,1,0.5067299262544479,0.0,0.0
Excelente gran ejemplo para uno que otro presidente 🤩,Excellent great example for one or another president 🤩,0.8316,positive,53,54,0.9355886751585787,0.05714285714285714,0.06141367323290846
@gustavopetrourrego aprendaaaaaa!!! 🤡🤡🤡🤡,@gustavopetrourrego learn!!! 🤡🤡🤡🤡,0.0,neutral,40,33,0.5067299262544479,0.04285714285714285,0.03707995365005794
Tiene complejo de Hitler y Uribe Velez.,He has a Hitler and Uribe Velez complex.,0.0,neutral,39,40,0.5067299262544479,0.041758241758241756,0.045191193511008115
"Nuestro gobierno no sabe quien es bukelele, solo maduro.","Our government doesn't know who is bukelele, only mature.",0.4215,positive,56,57,0.7240988087256974,0.06043956043956044,0.06488991888760139
👏,👏,0.0,neutral,1,1,0.5067299262544479,0.0,0.0
Como tiene que ser,How it has to be,0.0,neutral,18,16,0.5067299262544479,0.01868131868131868,0.01738122827346466
Excelente. Muy bien Presidente Bukele,Great. Very good President Bukele,0.807,positive,37,33,0.9229023773915734,0.03956043956043956,0.03707995365005794
Cuando tendremos un presidente como con esa claridad .,When will we have a president with that clarity?,0.4019,positive,54,48,0.713991026764994,0.058241758241758236,0.054461181923522596
En Colombia lo que se necesita es JUSTICIA. Por eso estamos como estamos,In Colombia what is needed is JUSTICE. That is why we are as we are,0.6289,positive,72,67,0.8310556443710999,0.07802197802197802,0.07647740440324449
👏👏👏👏,👏👏👏👏,0.0,neutral,4,4,0.5067299262544479,0.0032967032967032967,0.0034762456546929316
👏👏👏,👏👏👏,0.0,neutral,3,3,0.5067299262544479,0.002197802197802198,0.002317497103128621
Lo ratificó . Este tipo 😍😍😍😍😍,He ratified it. This guy 😍😍😍😍😍,0.1531,positive,29,30,0.5856840802434119,0.030769230769230767,0.03360370799536501
Ese es un líder que defiende la moral,That is a leader who defends morality,0.0,neutral,37,37,0.5067299262544479,0.03956043956043956,0.04171494785631518
👏👏👏👏 ejemplo a seguir en Colombia 🇨🇴 🙌🙌🙌🙌,👏👏👏👏 example to follow in Colombia 🇨🇴 🙌🙌🙌🙌,0.0,neutral,41,42,0.5067299262544479,0.04395604395604395,0.047508690614136734
👏👏👏👏,👏👏👏👏,0.0,neutral,4,4,0.5067299262544479,0.0032967032967032967,0.0034762456546929316
Igualito con el gobierno de Colombia,Same with the Colombian government,0.0,neutral,36,34,0.5067299262544479,0.03846153846153846,0.038238702201622246
Y en Colombia los premian.,And in Colombia they are rewarded.,0.4939,positive,26,34,0.7614357176009489,0.027472527472527472,0.038238702201622246
Excelente 👌,Excellent 👌,0.5719,positive,11,11,0.8016605641792584,0.01098901098901099,0.011587485515643104
Y nosotros con la 🐀🐀🐀 de @gustavopetrourrego !!!! Estamos en el apocalipsis y huele a azufre😭😭😭😭,And we with the 🐀🐀🐀 of @gustavopetrourrego!!!! We are in the apocalypse and it smells like sulfur 😭😭😭😭,0.5673,positive,96,102,0.7992883296374607,0.1043956043956044,0.11703360370799537
"Bukele, te necesitamos","Bukele, we need you",0.0,neutral,22,19,0.5067299262544479,0.023076923076923078,0.02085747392815759
"Eso!!! 🔥🔥🔥😍😍❤️❤️❤️🙌🙌👏👏👏👏 Y aca les damos menos años, los consentimos.","That!!! 🔥🔥🔥😍😍❤️❤️❤️🙌🙌👏👏👏👏 And here we give them fewer years, we spoil them.",0.0,neutral,69,75,0.5067299262544479,0.07472527472527472,0.08574739281575898
Ese sr un par de años en colombia ! 🙏🏼,That sir a couple of years in Colombia! 🙏🏼,0.0,neutral,38,42,0.5067299262544479,0.040659340659340654,0.047508690614136734
🙌,🙌,0.0,neutral,1,1,0.5067299262544479,0.0,0.0
Un presidente de verdad 👏👏👏,A real president 👏👏👏,0.0,neutral,27,20,0.5067299262544479,0.02857142857142857,0.022016222479721903
Que los pongas a trabajar,That you put them to work,0.0,neutral,25,25,0.5067299262544479,0.026373626373626374,0.027809965237543453
